amount,currency,userId,paymentStatus,paymentType
2325.35,PLN,1034,NEW,CARD
1010.76,EUR,1065,NEW,BLIK
2437.42,EUR,3652,FAILED,BLIK
748.78,EUR,4206,FAILED,TRANSFER
782.09,PLN,3611,NEW,BLIK
4782.77,PLN,765,PAID,BLIK
3458.88,PLN,3113,PAID,CARD
4951.39,EUR,1495,FAILED,TRANSFER
495.49,USD,4433,FAILED,TRANSFER
2759.77,USD,2482,FAILED,BLIK
3148.3,PLN,4234,PAID,TRANSFER
3056.38,EUR,3675,NEW,CARD
4861.53,EUR,3814,FAILED,BLIK
449.88,USD,4629,NEW,TRANSFER
2928.06,PLN,2706,PAID,TRANSFER
2112.84,USD,2074,PAID,BLIK
3850.81,USD,3979,NEW,BLIK
670.63,EUR,1710,NEW,BLIK
2447.78,EUR,4375,PAID,BLIK
3268.17,USD,1180,PAID,BLIK
1930.94,USD,245,FAILED,CARD
157.04,USD,2066,NEW,TRANSFER
2865.54,PLN,1253,PAID,TRANSFER
2689.02,PLN,4236,PAID,CARD
1594.8,USD,4222,FAILED,CARD
3406.79,PLN,4423,FAILED,BLIK
4546.22,USD,2858,PAID,CARD
2213.3,PLN,2501,PAID,TRANSFER
2281.04,USD,4002,NEW,BLIK
4529.42,USD,1727,NEW,BLIK
3867.74,USD,2028,PAID,BLIK
3837.52,USD,4599,FAILED,TRANSFER
2889.5,PLN,973,FAILED,TRANSFER
4721.92,EUR,4489,FAILED,CARD
1126.58,USD,518,FAILED,TRANSFER
2145.02,PLN,4665,PAID,TRANSFER
363.57,PLN,3268,NEW,BLIK
259.2,EUR,3981,NEW,CARD
4079.75,USD,1111,NEW,BLIK
75.55,USD,4439,FAILED,TRANSFER
4449.4,PLN,2133,NEW,CARD
2016.38,EUR,1989,PAID,CARD
122.55,EUR,4205,NEW,TRANSFER
1490.91,EUR,1849,PAID,CARD
319.95,EUR,2747,NEW,CARD
847.66,PLN,1979,NEW,CARD
3216.27,PLN,2069,NEW,BLIK
3071.61,USD,1639,NEW,TRANSFER
3881.78,PLN,2423,PAID,TRANSFER
1151.1,EUR,2245,FAILED,BLIK
774.66,PLN,262,NEW,BLIK
4493.99,USD,1679,PAID,BLIK
1725.17,USD,4653,NEW,TRANSFER
3635.9,USD,2610,FAILED,BLIK
3556.39,USD,338,NEW,TRANSFER
2146.15,PLN,1093,NEW,CARD
2129.65,USD,3506,PAID,CARD
364.62,USD,2231,FAILED,CARD
762.62,USD,2607,FAILED,TRANSFER
1553.61,EUR,2934,FAILED,TRANSFER
3418.07,PLN,4528,NEW,BLIK
3732.92,PLN,15,NEW,BLIK
1850.58,EUR,2465,NEW,CARD
4117.67,EUR,2640,NEW,CARD
1235.87,PLN,3880,PAID,CARD
771.36,USD,718,NEW,CARD
555.96,USD,1474,FAILED,CARD
2235.38,EUR,4565,FAILED,TRANSFER
3740.46,PLN,280,PAID,BLIK
3055.83,USD,3027,NEW,CARD
200.27,EUR,2264,NEW,TRANSFER
2553.65,USD,4733,PAID,BLIK
2265.75,USD,3397,FAILED,BLIK
296.52,PLN,3316,NEW,BLIK
680.84,EUR,3608,FAILED,CARD
2474.14,EUR,2474,NEW,BLIK
4485.9,PLN,3473,PAID,BLIK
4965.44,PLN,21,NEW,BLIK
4917.26,USD,1046,NEW,TRANSFER
2292.68,EUR,4851,NEW,BLIK
3098.59,USD,391,NEW,BLIK
4814.39,PLN,1409,FAILED,CARD
1629.29,EUR,1936,PAID,TRANSFER
1303.11,PLN,1691,FAILED,CARD
1859.17,EUR,3901,FAILED,TRANSFER
1125.89,EUR,3809,NEW,CARD
4449.46,USD,4246,NEW,TRANSFER
13.09,EUR,678,NEW,BLIK
4645.49,USD,3091,PAID,TRANSFER
642.02,PLN,4722,NEW,TRANSFER
2248.52,USD,1754,PAID,CARD
3120.83,USD,1971,FAILED,TRANSFER
4185.51,PLN,2731,PAID,TRANSFER
3361.02,EUR,166,NEW,BLIK
2203.91,USD,1798,FAILED,TRANSFER
2704.19,EUR,1874,PAID,TRANSFER
1128.9,EUR,2361,FAILED,CARD
416.09,EUR,4159,PAID,BLIK
549.08,EUR,2513,FAILED,BLIK
628.21,EUR,1983,PAID,CARD
2705.03,PLN,2011,PAID,TRANSFER
2741.47,PLN,3113,FAILED,CARD
2465.33,EUR,514,NEW,TRANSFER
1750.24,EUR,2328,NEW,BLIK
3970.8,USD,732,NEW,CARD
4076.21,EUR,1759,NEW,BLIK
4949.25,PLN,885,FAILED,TRANSFER
4985.59,USD,4545,PAID,TRANSFER
1704.94,EUR,1342,NEW,TRANSFER
2702.27,USD,1721,PAID,TRANSFER
1685.11,USD,3694,FAILED,CARD
1530.62,USD,404,NEW,BLIK
2331.63,PLN,2560,NEW,BLIK
2449.98,PLN,3897,FAILED,TRANSFER
1129.1,PLN,899,FAILED,BLIK
895.13,EUR,4858,NEW,CARD
964.31,USD,570,NEW,BLIK
484.58,PLN,2924,PAID,BLIK
4240.5,EUR,2564,PAID,CARD
4597.17,USD,2306,PAID,BLIK
3403.67,PLN,782,NEW,BLIK
2730.78,USD,975,PAID,BLIK
2547.42,PLN,2911,FAILED,BLIK
4809.28,PLN,386,PAID,BLIK
337.21,USD,839,FAILED,TRANSFER
964.74,USD,2830,NEW,TRANSFER
81.54,USD,93,PAID,BLIK
4422.71,USD,345,FAILED,TRANSFER
2355.05,PLN,3270,NEW,BLIK
1141.0,PLN,4598,NEW,TRANSFER
3771.89,PLN,3245,NEW,CARD
799.09,PLN,1305,PAID,BLIK
706.63,PLN,3541,PAID,BLIK
1105.76,EUR,2941,PAID,TRANSFER
2863.54,USD,435,NEW,BLIK
635.97,PLN,3374,PAID,CARD
576.1,EUR,2537,FAILED,TRANSFER
1534.96,USD,698,PAID,BLIK
2118.31,PLN,3971,NEW,TRANSFER
617.47,EUR,2030,FAILED,TRANSFER
3973.71,PLN,4163,NEW,BLIK
3612.0,PLN,1600,NEW,BLIK
1215.34,PLN,1363,PAID,TRANSFER
3566.87,USD,2322,FAILED,CARD
4939.81,PLN,3803,FAILED,CARD
336.85,EUR,874,NEW,TRANSFER
3469.11,EUR,4240,FAILED,CARD
107.96,USD,449,NEW,TRANSFER
2801.02,EUR,64,FAILED,CARD
2985.31,PLN,4979,PAID,TRANSFER
3626.4,EUR,1113,PAID,TRANSFER
4795.27,EUR,4134,NEW,CARD
2778.62,EUR,4994,PAID,CARD
547.15,PLN,247,NEW,CARD
4753.78,EUR,2194,FAILED,BLIK
3323.21,PLN,91,NEW,TRANSFER
3610.01,USD,2853,NEW,BLIK
1540.23,USD,4651,FAILED,BLIK
4832.3,PLN,2193,PAID,TRANSFER
2908.56,USD,3549,FAILED,TRANSFER
4029.81,USD,192,PAID,TRANSFER
897.72,USD,701,FAILED,TRANSFER
2745.07,USD,1256,NEW,BLIK
2874.25,EUR,1614,PAID,TRANSFER
4715.4,USD,4676,PAID,BLIK
4999.08,EUR,4629,NEW,BLIK
2377.23,PLN,3523,FAILED,CARD
3335.66,EUR,2722,NEW,CARD
1920.27,PLN,1719,NEW,CARD
3052.02,EUR,582,PAID,TRANSFER
2662.9,USD,3905,FAILED,TRANSFER
4739.25,USD,4782,PAID,BLIK
757.9,USD,2520,NEW,TRANSFER
3762.05,USD,4540,NEW,TRANSFER
1664.31,USD,427,PAID,BLIK
3785.72,USD,2019,NEW,BLIK
900.6,EUR,4086,NEW,CARD
2586.29,EUR,374,FAILED,CARD
17.78,PLN,3882,FAILED,BLIK
4979.64,EUR,4926,PAID,BLIK
1742.18,EUR,3873,NEW,TRANSFER
4117.71,PLN,3651,FAILED,BLIK
3655.66,EUR,3595,PAID,CARD
4725.63,PLN,4450,FAILED,TRANSFER
2384.86,USD,4272,NEW,CARD
673.23,EUR,441,PAID,BLIK
2285.89,PLN,208,NEW,CARD
4346.13,EUR,4860,PAID,CARD
3220.51,USD,718,NEW,BLIK
2502.35,USD,3806,FAILED,CARD
2611.97,PLN,3540,FAILED,TRANSFER
2928.39,USD,2051,FAILED,TRANSFER
4223.55,PLN,3609,NEW,CARD
1284.5,PLN,1709,PAID,CARD
160.11,EUR,4810,NEW,TRANSFER
3542.97,EUR,1684,NEW,TRANSFER
3959.06,PLN,2074,PAID,CARD
1722.7,PLN,4155,PAID,CARD
4876.04,USD,1903,FAILED,BLIK
1644.5,PLN,3948,FAILED,TRANSFER
2169.92,USD,2611,NEW,BLIK
2975.8,PLN,456,NEW,TRANSFER
3110.1,EUR,4753,NEW,CARD
3532.46,PLN,217,FAILED,TRANSFER
3594.28,USD,3574,NEW,BLIK
547.33,USD,4492,PAID,CARD
3137.93,USD,125,PAID,BLIK
4140.8,USD,4087,FAILED,BLIK
442.07,PLN,252,NEW,BLIK
3539.74,USD,3199,FAILED,BLIK
1215.74,EUR,2133,NEW,TRANSFER
630.33,EUR,356,PAID,TRANSFER
3777.1,USD,2679,FAILED,CARD
2202.47,PLN,3142,NEW,CARD
2213.24,PLN,4064,FAILED,BLIK
1187.04,EUR,1072,FAILED,BLIK
3340.27,EUR,4580,PAID,BLIK
3386.6,EUR,3247,PAID,CARD
3736.66,PLN,2830,NEW,TRANSFER
4479.9,PLN,167,PAID,TRANSFER
656.63,EUR,3813,NEW,CARD
2358.62,PLN,4732,FAILED,BLIK
320.36,PLN,4789,FAILED,CARD
930.45,EUR,4240,FAILED,TRANSFER
791.96,USD,464,NEW,CARD
144.03,EUR,2303,PAID,TRANSFER
4892.12,PLN,354,PAID,BLIK
4518.95,EUR,3753,PAID,CARD
383.1,USD,3971,FAILED,BLIK
1780.15,PLN,1147,NEW,TRANSFER
1449.42,EUR,4813,PAID,TRANSFER
1003.09,EUR,4663,NEW,TRANSFER
2089.04,PLN,2611,PAID,CARD
3852.4,PLN,2397,PAID,BLIK
2197.87,USD,3088,PAID,BLIK
3926.99,USD,2555,PAID,TRANSFER
4006.09,EUR,3564,NEW,TRANSFER
2753.71,EUR,2696,PAID,CARD
1531.08,EUR,901,NEW,BLIK
590.55,PLN,3412,PAID,BLIK
3765.68,EUR,3105,PAID,TRANSFER
2362.02,PLN,4939,FAILED,BLIK
181.66,USD,1801,FAILED,TRANSFER
4989.76,USD,1127,NEW,CARD
3669.32,USD,2901,NEW,CARD
2760.7,USD,774,PAID,TRANSFER
3600.74,EUR,1615,NEW,TRANSFER
595.5,USD,2967,NEW,TRANSFER
14.2,EUR,3291,FAILED,CARD
2736.99,EUR,4402,NEW,CARD
878.85,PLN,3187,PAID,BLIK
3742.27,PLN,3957,FAILED,BLIK
535.06,USD,328,NEW,TRANSFER
2993.09,PLN,2491,NEW,TRANSFER
1174.55,PLN,1191,PAID,CARD
3723.19,EUR,2111,NEW,TRANSFER
4387.74,USD,946,NEW,BLIK
4780.32,PLN,1047,PAID,TRANSFER
1819.88,USD,2030,PAID,BLIK
3483.09,USD,199,PAID,CARD
1635.83,USD,2857,FAILED,BLIK
622.01,USD,153,PAID,CARD
2261.2,EUR,1720,FAILED,TRANSFER
4660.42,PLN,4512,FAILED,TRANSFER
4699.62,EUR,2466,NEW,CARD
3741.62,USD,363,NEW,BLIK
3720.44,EUR,2502,NEW,BLIK
4518.55,USD,213,NEW,BLIK
3989.82,EUR,53,NEW,BLIK
4097.03,USD,375,FAILED,BLIK
2142.79,USD,2647,FAILED,TRANSFER
718.21,PLN,2589,FAILED,CARD
1089.74,USD,910,FAILED,TRANSFER
139.45,USD,1899,PAID,CARD
1418.55,PLN,3564,NEW,TRANSFER
1652.86,EUR,4044,PAID,CARD
1513.42,PLN,3808,FAILED,BLIK
4226.42,EUR,4345,FAILED,CARD
2972.69,USD,1099,FAILED,TRANSFER
239.81,PLN,413,NEW,CARD
1325.37,USD,2095,NEW,BLIK
1147.2,EUR,3728,NEW,CARD
2083.45,EUR,2462,PAID,CARD
1772.93,USD,2717,FAILED,BLIK
3188.87,PLN,4046,NEW,TRANSFER
4547.85,USD,1264,PAID,TRANSFER
2651.59,PLN,3251,PAID,BLIK
4594.1,EUR,3771,FAILED,TRANSFER
3268.45,EUR,1585,PAID,BLIK
2555.19,PLN,1084,FAILED,BLIK
1663.83,EUR,1801,PAID,TRANSFER
527.5,EUR,110,PAID,BLIK
1358.41,EUR,767,PAID,CARD
3116.65,USD,2150,FAILED,TRANSFER
3634.15,USD,1918,FAILED,CARD
2600.4,PLN,23,NEW,TRANSFER
423.54,PLN,630,FAILED,BLIK
3429.67,USD,1422,FAILED,TRANSFER
1066.49,EUR,4036,PAID,TRANSFER
2981.02,EUR,249,PAID,BLIK
4487.46,USD,4032,PAID,BLIK
738.31,USD,1928,NEW,TRANSFER
2758.61,USD,1496,FAILED,BLIK
2832.05,PLN,3566,FAILED,TRANSFER
2364.05,EUR,1408,NEW,TRANSFER
937.54,PLN,3530,PAID,CARD
3410.29,EUR,2375,FAILED,CARD
373.32,USD,85,PAID,TRANSFER
981.67,PLN,1689,NEW,CARD
60.73,EUR,2009,PAID,TRANSFER
1347.24,USD,2363,FAILED,TRANSFER
3472.73,PLN,4770,FAILED,BLIK
1371.84,USD,4741,NEW,TRANSFER
3354.98,USD,3267,PAID,TRANSFER
3726.36,USD,1743,FAILED,TRANSFER
919.96,EUR,107,FAILED,BLIK
4872.96,PLN,301,FAILED,CARD
4435.03,USD,4088,NEW,CARD
2608.73,PLN,2807,NEW,CARD
3874.87,EUR,1929,NEW,TRANSFER
4620.47,PLN,114,NEW,BLIK
2731.75,USD,3063,NEW,TRANSFER
2636.84,USD,3638,PAID,TRANSFER
1443.34,USD,297,FAILED,TRANSFER
3628.49,EUR,2795,NEW,TRANSFER
3210.73,USD,3999,PAID,CARD
2830.06,USD,1497,NEW,TRANSFER
4417.23,EUR,1335,NEW,BLIK
3413.36,USD,752,FAILED,CARD
2618.26,EUR,501,FAILED,CARD
3823.67,USD,3145,FAILED,TRANSFER
1896.95,EUR,3256,NEW,CARD
2164.98,USD,2965,FAILED,CARD
3884.87,EUR,141,PAID,TRANSFER
408.56,EUR,3052,FAILED,BLIK
2170.13,PLN,423,PAID,CARD
939.66,EUR,97,FAILED,TRANSFER
2211.35,PLN,4535,PAID,CARD
1115.53,EUR,3612,FAILED,TRANSFER
1813.3,USD,954,PAID,BLIK
3319.18,USD,2244,FAILED,TRANSFER
3119.86,PLN,2615,NEW,CARD
2505.3,USD,3565,NEW,TRANSFER
1208.27,EUR,4857,PAID,CARD
2049.79,USD,4436,FAILED,TRANSFER
980.42,EUR,3032,NEW,CARD
1537.01,EUR,3932,FAILED,BLIK
4415.82,PLN,2451,FAILED,TRANSFER
239.15,USD,2788,NEW,BLIK
246.53,PLN,1685,PAID,CARD
531.62,EUR,782,PAID,TRANSFER
3802.06,USD,2053,PAID,TRANSFER
2105.94,USD,3922,PAID,CARD
1543.8,USD,3760,PAID,CARD
1056.51,PLN,1539,NEW,CARD
3672.13,EUR,2803,PAID,TRANSFER
3641.63,PLN,1342,NEW,CARD
1363.32,EUR,1910,PAID,CARD
1257.22,USD,3549,FAILED,TRANSFER
2595.89,PLN,4436,PAID,BLIK
1932.22,USD,2308,NEW,BLIK
2181.59,PLN,2829,NEW,BLIK
3767.08,USD,4298,NEW,BLIK
3591.04,PLN,2209,NEW,BLIK
927.59,EUR,4850,NEW,CARD
3273.15,PLN,4979,PAID,CARD
3929.62,PLN,3779,NEW,CARD
3931.68,USD,3783,PAID,TRANSFER
4383.02,USD,3511,NEW,BLIK
2133.13,USD,3267,NEW,TRANSFER
4139.31,PLN,2046,FAILED,CARD
1328.43,PLN,4,PAID,TRANSFER
2897.53,PLN,3328,FAILED,CARD
3266.22,EUR,221,FAILED,TRANSFER
4610.77,PLN,1047,FAILED,BLIK
3158.08,PLN,1472,NEW,CARD
963.06,EUR,2977,FAILED,CARD
1543.28,USD,1245,PAID,BLIK
3680.88,PLN,3215,NEW,BLIK
2386.68,PLN,1961,FAILED,BLIK
479.97,PLN,306,FAILED,CARD
2273.18,PLN,4579,PAID,TRANSFER
1970.06,PLN,3294,NEW,CARD
4215.78,EUR,4848,FAILED,BLIK
4930.92,EUR,2102,PAID,TRANSFER
1354.11,USD,4736,NEW,BLIK
147.7,USD,1543,NEW,BLIK
1083.22,EUR,2442,NEW,TRANSFER
962.87,EUR,737,PAID,BLIK
2274.29,USD,4256,FAILED,CARD
3946.81,PLN,2993,NEW,CARD
4669.33,PLN,896,PAID,TRANSFER
4640.93,EUR,540,FAILED,BLIK
1987.54,USD,1591,FAILED,BLIK
2633.45,EUR,4978,NEW,CARD
2522.12,EUR,3159,PAID,CARD
3531.6,PLN,3807,PAID,BLIK
1861.63,EUR,4429,FAILED,TRANSFER
3956.72,USD,1554,NEW,CARD
515.42,USD,901,FAILED,CARD
2254.79,EUR,1811,PAID,BLIK
630.07,EUR,3415,FAILED,BLIK
4669.52,PLN,2555,PAID,BLIK
3035.9,EUR,3896,NEW,TRANSFER
348.52,USD,193,NEW,TRANSFER
794.46,EUR,4123,NEW,TRANSFER
488.16,USD,1767,NEW,BLIK
169.61,USD,2711,FAILED,CARD
737.21,USD,3957,FAILED,TRANSFER
4577.43,PLN,2727,PAID,BLIK
432.36,USD,3723,PAID,CARD
757.39,PLN,1823,PAID,CARD
4563.18,EUR,868,NEW,BLIK
3499.98,USD,619,PAID,CARD
1960.37,USD,4374,FAILED,BLIK
2300.54,USD,2183,NEW,BLIK
3611.11,PLN,4063,FAILED,CARD
2340.38,PLN,1525,PAID,BLIK
1787.76,PLN,4617,FAILED,BLIK
2591.71,EUR,1413,NEW,BLIK
315.78,PLN,957,NEW,CARD
985.41,USD,2442,PAID,CARD
2936.2,EUR,2202,NEW,BLIK
1868.4,PLN,366,NEW,CARD
4926.13,PLN,4113,PAID,CARD
4007.89,PLN,4975,NEW,BLIK
870.21,EUR,4595,PAID,CARD
3387.56,PLN,3111,FAILED,TRANSFER
2293.73,USD,2873,NEW,BLIK
1481.52,EUR,3204,FAILED,CARD
278.36,PLN,1283,PAID,BLIK
4990.89,USD,576,PAID,TRANSFER
4813.64,USD,2350,PAID,TRANSFER
2681.5,EUR,1463,PAID,BLIK
252.16,EUR,3405,FAILED,CARD
952.71,USD,4636,FAILED,BLIK
210.52,EUR,2215,PAID,CARD
2104.58,EUR,1496,FAILED,TRANSFER
4639.56,EUR,19,FAILED,TRANSFER
2052.3,PLN,1649,FAILED,TRANSFER
4843.2,EUR,3739,PAID,CARD
3968.31,EUR,2509,FAILED,CARD
857.98,USD,2834,NEW,TRANSFER
3361.56,EUR,4602,PAID,BLIK
4902.37,EUR,853,FAILED,CARD
3271.42,USD,3987,FAILED,TRANSFER
2110.89,EUR,1388,FAILED,BLIK
874.77,PLN,875,FAILED,BLIK
1267.46,EUR,2867,NEW,CARD
3391.16,PLN,4999,NEW,TRANSFER
2684.1,USD,3727,NEW,CARD
4846.86,USD,3075,NEW,BLIK
4541.44,PLN,1168,NEW,CARD
3937.09,USD,16,NEW,BLIK
2450.48,PLN,3668,FAILED,TRANSFER
456.57,PLN,981,NEW,CARD
1865.91,USD,1205,FAILED,BLIK
4210.84,EUR,2211,PAID,CARD
4815.42,USD,12,NEW,CARD
316.17,EUR,1081,FAILED,TRANSFER
1567.97,PLN,4475,FAILED,CARD
1367.2,EUR,4774,NEW,TRANSFER
3877.34,EUR,2545,FAILED,BLIK
1196.49,EUR,1876,PAID,BLIK
3909.0,USD,3006,NEW,TRANSFER
4401.1,USD,4851,NEW,CARD
3441.62,USD,552,PAID,BLIK
3700.34,EUR,3151,PAID,BLIK
1574.81,USD,3868,FAILED,CARD
3449.31,PLN,1804,PAID,CARD
1461.56,USD,4024,PAID,CARD
2248.92,EUR,3546,PAID,CARD
2755.04,EUR,2846,NEW,TRANSFER
388.88,PLN,994,FAILED,CARD
744.51,PLN,2324,FAILED,TRANSFER
2184.44,USD,4196,FAILED,CARD
4753.93,PLN,778,FAILED,BLIK
1398.75,PLN,4678,NEW,CARD
2961.09,PLN,2553,NEW,TRANSFER
4553.48,PLN,4702,PAID,BLIK
341.74,EUR,2941,NEW,BLIK
1460.11,USD,2177,PAID,CARD
4972.11,EUR,89,PAID,TRANSFER
2650.21,USD,1308,FAILED,BLIK
3307.54,EUR,135,FAILED,BLIK
1820.47,EUR,4579,PAID,TRANSFER
1863.03,EUR,3522,PAID,BLIK
2121.89,USD,3724,PAID,CARD
1720.07,PLN,3225,FAILED,BLIK
1853.2,PLN,4093,FAILED,CARD
3543.03,EUR,3011,NEW,TRANSFER
4251.84,EUR,679,NEW,TRANSFER
3456.38,USD,3043,NEW,TRANSFER
2309.32,EUR,3987,PAID,TRANSFER
673.5,PLN,3986,PAID,TRANSFER
957.86,USD,196,FAILED,BLIK
4956.06,USD,1230,PAID,BLIK
2424.02,USD,3436,NEW,CARD
4113.38,USD,445,PAID,TRANSFER
2000.3,PLN,4707,PAID,TRANSFER
1400.7,USD,4520,PAID,BLIK
4918.87,USD,1361,NEW,BLIK
2765.8,PLN,1645,PAID,BLIK
4931.74,PLN,4847,FAILED,TRANSFER
2123.47,EUR,1415,PAID,TRANSFER
899.11,PLN,417,FAILED,TRANSFER
1283.51,EUR,4077,PAID,CARD
1437.05,PLN,3341,PAID,CARD
4529.07,PLN,58,FAILED,TRANSFER
602.62,USD,1415,NEW,CARD
803.68,PLN,2094,PAID,BLIK
2069.14,PLN,1200,NEW,CARD
3926.19,EUR,486,NEW,BLIK
656.07,PLN,1797,NEW,BLIK
901.26,PLN,3160,PAID,BLIK
509.38,USD,2417,PAID,CARD
1027.06,EUR,1262,PAID,CARD
1891.86,USD,1272,PAID,TRANSFER
2606.48,USD,1538,NEW,BLIK
4143.83,USD,2614,NEW,TRANSFER
4461.43,PLN,2478,NEW,BLIK
3703.61,USD,4428,NEW,TRANSFER
1130.48,USD,2532,NEW,BLIK
3855.52,PLN,412,PAID,BLIK
1203.84,PLN,800,PAID,CARD
1469.97,USD,2782,NEW,TRANSFER
2141.37,PLN,856,PAID,BLIK
911.03,PLN,4178,FAILED,TRANSFER
886.46,USD,3804,PAID,BLIK
1111.26,PLN,595,PAID,TRANSFER
1274.21,USD,1363,PAID,TRANSFER
139.86,USD,1844,FAILED,TRANSFER
2418.84,USD,2381,NEW,BLIK
1013.39,USD,4111,NEW,CARD
1567.2,PLN,1506,NEW,BLIK
4396.63,EUR,3122,NEW,TRANSFER
3030.04,EUR,835,PAID,BLIK
3048.73,PLN,3207,PAID,CARD
4776.9,EUR,4528,PAID,BLIK
4092.2,PLN,2561,NEW,TRANSFER
3557.38,USD,3494,NEW,CARD
1801.32,PLN,1395,FAILED,TRANSFER
596.56,USD,2513,NEW,CARD
3143.53,USD,2948,PAID,CARD
1922.52,USD,1974,FAILED,CARD
1632.12,USD,4512,PAID,TRANSFER
2013.42,EUR,4381,NEW,BLIK
2454.13,PLN,2258,NEW,TRANSFER
3647.48,EUR,1781,PAID,TRANSFER
4152.8,EUR,4567,FAILED,TRANSFER
3781.17,USD,3377,FAILED,TRANSFER
2225.38,PLN,2854,NEW,TRANSFER
3803.61,USD,3379,FAILED,CARD
2818.42,USD,2362,PAID,TRANSFER
1990.62,PLN,4051,NEW,TRANSFER
987.57,USD,113,NEW,TRANSFER
2969.49,USD,3509,NEW,CARD
2550.64,EUR,805,FAILED,TRANSFER
3891.25,USD,77,FAILED,CARD
2886.15,USD,1764,PAID,BLIK
1054.13,PLN,1127,NEW,BLIK
3774.92,USD,2807,NEW,TRANSFER
4279.99,PLN,877,FAILED,BLIK
2699.12,EUR,283,NEW,TRANSFER
4088.37,EUR,1725,NEW,CARD
3938.5,USD,3911,PAID,TRANSFER
3764.88,USD,1183,FAILED,BLIK
2769.45,USD,4956,NEW,CARD
4090.84,USD,4838,FAILED,TRANSFER
3793.8,EUR,1908,FAILED,CARD
4284.13,PLN,1214,NEW,BLIK
88.43,EUR,243,PAID,TRANSFER
3394.29,EUR,1219,FAILED,TRANSFER
3045.34,USD,4936,NEW,CARD
2680.95,PLN,2327,FAILED,TRANSFER
1581.73,USD,2090,NEW,TRANSFER
2930.21,EUR,1185,NEW,CARD
1078.76,EUR,3744,NEW,TRANSFER
4931.52,EUR,4683,PAID,BLIK
3693.43,PLN,3219,PAID,CARD
413.57,EUR,3962,FAILED,TRANSFER
2934.55,USD,4757,FAILED,TRANSFER
3349.39,EUR,1729,PAID,CARD
4988.19,USD,233,NEW,BLIK
2854.63,USD,1001,NEW,CARD
275.69,EUR,4283,FAILED,BLIK
3883.76,EUR,2326,FAILED,TRANSFER
1925.89,USD,4737,FAILED,TRANSFER
4256.94,PLN,3592,FAILED,BLIK
990.26,PLN,40,PAID,TRANSFER
678.45,USD,4048,FAILED,BLIK
3082.62,EUR,4441,PAID,CARD
127.96,EUR,3068,FAILED,TRANSFER
1984.77,EUR,3772,NEW,CARD
2826.19,USD,3716,PAID,TRANSFER
1740.74,EUR,3491,PAID,TRANSFER
3667.54,EUR,4463,NEW,BLIK
4136.31,PLN,4081,NEW,TRANSFER
798.35,EUR,255,PAID,TRANSFER
642.16,EUR,3805,PAID,BLIK
4803.55,USD,399,FAILED,TRANSFER
1354.87,PLN,1004,FAILED,TRANSFER
75.24,USD,1896,FAILED,TRANSFER
4938.17,EUR,2197,PAID,BLIK
4399.39,PLN,218,NEW,CARD
1337.66,PLN,2708,FAILED,CARD
4563.88,USD,1951,NEW,CARD
3785.35,PLN,4752,FAILED,CARD
2709.15,USD,4273,NEW,BLIK
2887.27,PLN,4958,PAID,CARD
3343.79,USD,4161,FAILED,TRANSFER
1405.34,USD,1350,NEW,BLIK
396.92,PLN,443,FAILED,TRANSFER
402.2,PLN,1806,FAILED,CARD
723.02,USD,1340,FAILED,CARD
3821.54,EUR,2330,PAID,CARD
3585.92,PLN,2434,PAID,TRANSFER
1452.85,EUR,101,NEW,CARD
4160.39,USD,1446,FAILED,TRANSFER
109.93,EUR,3792,PAID,CARD
3063.52,EUR,4776,NEW,TRANSFER
3035.24,PLN,1867,NEW,CARD
4615.87,USD,776,PAID,CARD
4644.43,USD,1999,FAILED,CARD
314.15,EUR,337,PAID,BLIK
3458.21,USD,1143,NEW,TRANSFER
692.2,USD,3706,NEW,CARD
2728.32,USD,2166,FAILED,TRANSFER
3293.65,PLN,3814,FAILED,BLIK
4593.26,USD,3254,FAILED,BLIK
701.28,USD,1838,NEW,BLIK
1819.29,EUR,1184,FAILED,BLIK
1360.11,EUR,196,NEW,BLIK
832.77,PLN,2418,FAILED,BLIK
1497.18,EUR,1446,NEW,TRANSFER
3199.73,PLN,599,PAID,TRANSFER
4271.02,EUR,1508,FAILED,CARD
3131.69,EUR,742,FAILED,CARD
1837.94,EUR,1471,PAID,TRANSFER
4979.77,EUR,2838,NEW,BLIK
2559.67,EUR,2210,FAILED,TRANSFER
2504.9,USD,785,FAILED,BLIK
1173.48,USD,874,NEW,BLIK
4462.98,EUR,2589,FAILED,CARD
571.56,PLN,3039,NEW,BLIK
4353.18,EUR,323,FAILED,CARD
4720.17,USD,3480,NEW,CARD
594.4,USD,117,NEW,TRANSFER
551.03,USD,14,PAID,CARD
3799.28,PLN,2465,PAID,BLIK
1775.22,PLN,1630,PAID,BLIK
3923.46,PLN,3390,PAID,CARD
2931.74,USD,4140,NEW,CARD
1609.29,PLN,743,NEW,BLIK
2981.75,PLN,3416,PAID,BLIK
3901.96,EUR,2556,FAILED,BLIK
2660.5,USD,4736,FAILED,CARD
1543.17,EUR,3319,FAILED,CARD
875.93,USD,4292,FAILED,BLIK
2799.44,EUR,4534,NEW,TRANSFER
3084.89,PLN,980,NEW,BLIK
615.24,USD,319,NEW,CARD
3854.21,USD,1395,NEW,BLIK
2498.87,EUR,2353,FAILED,TRANSFER
1421.28,USD,3287,NEW,TRANSFER
1129.49,EUR,2974,PAID,BLIK
1356.2,EUR,2532,NEW,TRANSFER
1396.0,USD,557,FAILED,CARD
